sample_id,source,genotype,collection_year,location,host,tissue,Organism_Name,decade,genotype_major,tissue_clean
SRR5371642,Raw reads,Unknown,2014,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371643,Raw reads,Unknown,2014,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371644,Raw reads,Unknown,2014,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371645,Raw reads,Unknown,2014,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371646,Raw reads,Unknown,2014,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371647,Raw reads,Unknown,2014,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371648,Raw reads,Unknown,2014,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371649,Raw reads,Unknown,2014,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371650,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371651,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371652,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371653,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371654,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371655,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371656,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371657,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371658,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371659,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371660,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371661,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371662,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371663,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371664,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371665,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371666,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371667,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371668,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371669,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371670,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371671,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371672,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371673,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371674,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371675,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371676,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371677,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371678,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371679,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371680,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371681,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371682,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371683,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371684,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371685,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371686,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371687,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371688,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371689,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371690,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371691,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371692,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371693,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR107708,Raw reads,4r,NA,Unknown,Unknown,missing,NA,Unknown,GT4,missing
SRR107711,Raw reads,4o,NA,Unknown,Unknown,missing,NA,Unknown,GT4,missing
SRR107714,Raw reads,4o,NA,Unknown,Unknown,missing,NA,Unknown,GT4,missing
SRR107715,Raw reads,4o,NA,Unknown,Unknown,missing,NA,Unknown,GT4,missing
SRR107716,Raw reads,4r,NA,Unknown,Unknown,missing,NA,Unknown,GT4,missing
SRR032797,Raw reads,2m,NA,Unknown,Unknown,missing,NA,Unknown,GT2,missing
SRR032798,Raw reads,4l,NA,Unknown,Unknown,missing,NA,Unknown,GT4,missing
ERR962491,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR962492,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR962493,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR962494,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR962495,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR962496,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR962497,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR962498,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR962499,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR962500,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR962501,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR962502,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
SRR017764,Raw reads,4m,NA,Unknown,Unknown,missing,NA,Unknown,GT4,missing
SRR017765,Raw reads,4n,NA,Unknown,Unknown,missing,NA,Unknown,GT4,missing
SRR017766,Raw reads,4g,NA,Unknown,Unknown,missing,NA,Unknown,GT4,missing
SRR017767,Raw reads,4m,NA,Unknown,Unknown,missing,NA,Unknown,GT4,missing
SRR017768,Raw reads,4n,NA,Unknown,Unknown,missing,NA,Unknown,GT4,missing
SRR017769,Raw reads,4n,NA,Unknown,Unknown,missing,NA,Unknown,GT4,missing
SRR017770,Raw reads,2m,NA,Unknown,Unknown,missing,NA,Unknown,GT2,missing
SRR017771,Raw reads,2m,NA,Unknown,Unknown,missing,NA,Unknown,GT2,missing
SRR017772,Raw reads,4o,NA,Unknown,Unknown,missing,NA,Unknown,GT4,missing
SRR017773,Raw reads,4o,NA,Unknown,Unknown,missing,NA,Unknown,GT4,missing
SRR017774,Raw reads,1e,NA,Unknown,Unknown,missing,NA,Unknown,GT1,missing
SRR017775,Raw reads,4r,NA,Unknown,Unknown,missing,NA,Unknown,GT4,missing
SRR017776,Raw reads,4r,NA,Unknown,Unknown,missing,NA,Unknown,GT4,missing
SRR017777,Raw reads,4o,NA,Unknown,Unknown,missing,NA,Unknown,GT4,missing
SRR1170557,Raw reads,Unknown,2011,USA,Homo sapiens,Human serum,NA,2010s,Unknown,human serum
SRR1170560,Raw reads,Unknown,2011,USA,Homo sapiens,Human serum,NA,2010s,Unknown,human serum
SRR1170561,Raw reads,Unknown,2011,USA,Homo sapiens,Human serum,NA,2010s,Unknown,human serum
SRR1170562,Raw reads,Unknown,2011,USA,Homo sapiens,Human serum,NA,2010s,Unknown,human serum
SRR1170563,Raw reads,Unknown,2011,USA,Homo sapiens,Human serum,NA,2010s,Unknown,human serum
SRR1170564,Raw reads,Unknown,2011,USA,Homo sapiens,Human serum,NA,2010s,Unknown,human serum
SRR1170565,Raw reads,Unknown,2011,USA,Homo sapiens,Human serum,NA,2010s,Unknown,human serum
SRR1170566,Raw reads,Unknown,2011,USA,Homo sapiens,Human serum,NA,2010s,Unknown,human serum
SRR1170567,Raw reads,Unknown,2011,USA,Homo sapiens,Human serum,NA,2010s,Unknown,human serum
SRR1170568,Raw reads,Unknown,2011,USA,Homo sapiens,Human serum,NA,2010s,Unknown,human serum
SRR1170576,Raw reads,Unknown,2011,USA,Homo sapiens,Human serum,NA,2010s,Unknown,human serum
SRR1170578,Raw reads,Unknown,2011,USA,Homo sapiens,Human serum,NA,2010s,Unknown,human serum
SRR1170579,Raw reads,Unknown,2011,USA,Homo sapiens,Human serum,NA,2010s,Unknown,human serum
SRR1170671,Raw reads,Unknown,2011,USA,Homo sapiens,Human serum,NA,2010s,Unknown,human serum
SRR1170672,Raw reads,Unknown,2011,USA,Homo sapiens,Human serum,NA,2010s,Unknown,human serum
SRR1170673,Raw reads,Unknown,2011,USA,Homo sapiens,Human serum,NA,2010s,Unknown,human serum
SRR1170674,Raw reads,Unknown,2011,USA,Homo sapiens,Human serum,NA,2010s,Unknown,human serum
SRR1170675,Raw reads,Unknown,2011,USA,Homo sapiens,Human serum,NA,2010s,Unknown,human serum
SRR1170676,Raw reads,Unknown,2011,USA,Homo sapiens,Human serum,NA,2010s,Unknown,human serum
SRR1170677,Raw reads,Unknown,2011,USA,Homo sapiens,Human serum,NA,2010s,Unknown,human serum
SRR1170678,Raw reads,Unknown,2011,USA,Homo sapiens,Human serum,NA,2010s,Unknown,human serum
SRR1170679,Raw reads,Unknown,2011,USA,Homo sapiens,Human serum,NA,2010s,Unknown,human serum
SRR9915316,Raw reads,6,2019,Denmark,Homo sapiens,blood,NA,2010s,GT6,blood
SRR1762352,Raw reads,1b/3,NA,uncalculated,Homo sapiens,plasma,NA,Unknown,Unknown,blood
SRR1762353,Raw reads,Unknown,NA,uncalculated,Homo sapiens,NA,NA,Unknown,Unknown,NA
SRR1762354,Raw reads,Unknown,NA,uncalculated,Homo sapiens,NA,NA,Unknown,Unknown,NA
SRR1762355,Raw reads,Unknown,NA,uncalculated,Unknown,NA,NA,Unknown,Unknown,NA
ERR731587,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR731588,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR731589,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR731590,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR731591,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR731592,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR731593,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR731594,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR731595,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR731596,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR731597,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR731598,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR731599,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR731600,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR731601,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR731602,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR731603,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR731604,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR731605,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR731606,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR731607,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR731608,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR731609,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
SRR8735659,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735660,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735661,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735662,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735663,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735664,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735665,Raw reads,2b,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735666,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735667,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735668,Raw reads,3k,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735669,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735670,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735671,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735672,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735673,Raw reads,4r,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT4,blood plasma
SRR8735674,Raw reads,4r,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT4,blood plasma
SRR8735675,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735676,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735677,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735678,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735679,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735680,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735681,Raw reads,3b,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735682,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735683,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735684,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735685,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735686,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735687,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735688,Raw reads,1l,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735689,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735690,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735691,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735692,Raw reads,6r,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT6,blood plasma
SRR8735693,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735694,Raw reads,1b,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735695,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735696,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735697,Raw reads,1d,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735698,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735699,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735700,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735701,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735702,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735703,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735704,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735705,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735706,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735707,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735708,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735709,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735710,Raw reads,1,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735711,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735712,Raw reads,1b,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735713,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735714,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735715,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735716,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735717,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735718,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735719,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735720,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735721,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735722,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735723,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735724,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735725,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735726,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735727,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735728,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735729,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735730,Raw reads,1b,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735731,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735732,Raw reads,1b,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735733,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735734,Raw reads,4d,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT4,blood plasma
SRR8735735,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735736,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735737,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735738,Raw reads,1b,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735739,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735740,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735741,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735742,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735743,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735744,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735745,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735746,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735747,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735748,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735749,Raw reads,1c,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735750,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735751,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735752,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735753,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735754,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735755,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735756,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735757,Raw reads,1b,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735758,Raw reads,2a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735759,Raw reads,2b,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735760,Raw reads,2b,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
SRR8735761,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735762,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735763,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735764,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735765,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735766,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735767,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735768,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735769,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735770,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
SRR8735771,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
SRR8735772,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
